id,label
2141,0.882
2142,0.894
2143,0.452
2144,0.628
2145,0.37
2146,0.542
2147,0.392
2148,0.618
2149,0.614
2150,0.368
2151,0.44
2152,0.892
2153,0.898
2154,0.902
2155,0.534
2156,0.622
2157,0.51
2158,0.9
2159,0.552
2160,0.478
2161,0.772
2162,0.38
2163,0.524
2164,0.374
2165,0.604
2166,0.51
2167,0.566
2168,0.886
2169,0.884
2170,0.894
2171,0.548
2172,0.454
2173,0.658
2174,0.432
2175,0.496
2176,0.426
2177,0.384
2178,0.896
2179,0.886
2180,0.902
2181,0.596
2182,0.9
2183,0.516
2184,0.542
2185,0.674
2186,0.884
2187,0.384
2188,0.366
2189,0.902
2190,0.512
2191,0.9
2192,0.514
2193,0.424
2194,0.786
2195,0.418
2196,0.614
2197,0.524
2198,0.898
2199,0.592
2200,0.886
2201,0.486
2202,0.906
2203,0.478
2204,0.616
2205,0.576
2206,0.892
2207,0.458
2208,0.366
2209,0.884
2210,0.388
2211,0.67
2212,0.898
2213,0.366
2214,0.548
2215,0.888
2216,0.89
2217,0.61
2218,0.9
2219,0.902
2220,0.482
2221,0.432
2222,0.502
2223,0.414
2224,0.67
2225,0.544
2226,0.532
2227,0.41
2228,0.44
2229,0.668
2230,0.614
2231,0.38
2232,0.614
2233,0.902
2234,0.498
2235,0.614
2236,0.454
2237,0.524
2238,0.68
2239,0.876
2240,0.464
2241,0.38
2242,0.884
2243,0.408
2244,0.652
2245,0.888
2246,0.368
2247,0.512
2248,0.428
2249,0.906
2250,0.47
2251,0.886
2252,0.622
2253,0.412
2254,0.454
2255,0.89
2256,0.89
2257,0.33
2258,0.422
2259,0.686
2260,0.544
2261,0.892
2262,0.542
2263,0.462
2264,0.474
2265,0.474
2266,0.49
2267,0.458
2268,0.592
2269,0.878
2270,0.484
2271,0.51
2272,0.888
2273,0.888
2274,0.464
2275,0.472
2276,0.49
2277,0.422
2278,0.884
2279,0.516
2280,0.486
2281,0.892
2282,0.884
2283,0.904
2284,0.89
2285,0.678
2286,0.684
2287,0.62
2288,0.648
2289,0.612
2290,0.414
2291,0.556
2292,0.396
2293,0.398
2294,0.742
2295,0.376
2296,0.546
2297,0.542
2298,0.528
2299,0.372
2300,0.554
2301,0.334
2302,0.556
2303,0.89
2304,0.544
2305,0.5
2306,0.612
2307,0.468
2308,0.548
2309,0.484
2310,0.38
2311,0.9
2312,0.884
2313,0.59
2314,0.46
2315,0.584
2316,0.884
2317,0.472
2318,0.694
2319,0.558
2320,0.902
2321,0.518
2322,0.416
2323,0.888
2324,0.4
2325,0.612
2326,0.886
2327,0.9
2328,0.888
2329,0.462
2330,0.524
2331,0.692
2332,0.524
2333,0.45
2334,0.892
2335,0.514
2336,0.45
2337,0.54
2338,0.37
2339,0.5
2340,0.414
2341,0.468
2342,0.582
2343,0.884
2344,0.378
2345,0.47
2346,0.902
2347,0.536
2348,0.886
2349,0.886
2350,0.48
2351,0.892
2352,0.554
2353,0.612
2354,0.496
2355,0.544
2356,0.666
2357,0.89
2358,0.516
2359,0.378
2360,0.888
2361,0.552
2362,0.378
2363,0.602
2364,0.888
2365,0.89
2366,0.518
2367,0.904
2368,0.89
2369,0.504
2370,0.624
2371,0.382
2372,0.408
2373,0.606
2374,0.478
2375,0.588
2376,0.456
2377,0.464
2378,0.46
2379,0.5
2380,0.488
2381,0.904
2382,0.442
2383,0.502
2384,0.472
2385,0.38
2386,0.594
2387,0.896
2388,0.686
2389,0.638
2390,0.486
2391,0.682
2392,0.49
2393,0.514
2394,0.896
2395,0.384
2396,0.622
2397,0.516
2398,0.886
2399,0.502
2400,0.88
2401,0.888
2402,0.474
2403,0.458
2404,0.438
2405,0.534
2406,0.9
2407,0.89
2408,0.53
2409,0.43
2410,0.39
2411,0.898
2412,0.412
2413,0.6
2414,0.898
2415,0.898
2416,0.552
2417,0.614
2418,0.51
2419,0.522
2420,0.502
2421,0.52
2422,0.388
2423,0.494
2424,0.396
2425,0.51
2426,0.38
2427,0.694
2428,0.89
2429,0.888
2430,0.544
2431,0.592
2432,0.892
2433,0.436
2434,0.614
2435,0.504
2436,0.422
2437,0.906
2438,0.474
2439,0.504
2440,0.542
2441,0.522
2442,0.88
2443,0.886
2444,0.9
2445,0.902
2446,0.694
2447,0.466
2448,0.422
2449,0.548
2450,0.888
2451,0.55
2452,0.47
2453,0.888
2454,0.888
2455,0.52
2456,0.902
2457,0.4
2458,0.552
2459,0.678
2460,0.888
2461,0.888
2462,0.896
2463,0.378
2464,0.476
2465,0.542
2466,0.384
2467,0.88
2468,0.878
2469,0.508
2470,0.476
2471,0.604
2472,0.746
2473,0.382
2474,0.608
2475,0.616
2476,0.336
2477,0.89
2478,0.464
2479,0.518
2480,0.524
2481,0.678
2482,0.5
2483,0.46
2484,0.886
2485,0.634
2486,0.364
2487,0.492
2488,0.886
2489,0.372
2490,0.676
2491,0.364
2492,0.63
2493,0.614
2494,0.41
2495,0.534
2496,0.42
2497,0.542
2498,0.426
2499,0.552
2500,0.42
2501,0.512
2502,0.904
2503,0.896
2504,0.9
2505,0.89
2506,0.434
2507,0.38
2508,0.9
2509,0.674
2510,0.432
2511,0.888
2512,0.88
2513,0.876
2514,0.552
2515,0.74
2516,0.522
2517,0.592
2518,0.532
2519,0.424
2520,0.478
2521,0.37
2522,0.574
2523,0.376
2524,0.63
2525,0.474
2526,0.614
2527,0.516
2528,0.346
2529,0.458
2530,0.39
2531,0.882
2532,0.45
2533,0.888
2534,0.566
2535,0.888
2536,0.544
2537,0.51
2538,0.89
2539,0.452
2540,0.42
2541,0.372
2542,0.672
2543,0.888
2544,0.888
2545,0.892
2546,0.652
2547,0.508
2548,0.51
2549,0.888
2550,0.416
2551,0.456
2552,0.888
2553,0.59
2554,0.622
2555,0.374
2556,0.904
2557,0.554
2558,0.384
2559,0.348
2560,0.528
2561,0.368
2562,0.334
2563,0.602
2564,0.514
2565,0.566
2566,0.466
2567,0.89
2568,0.904
2569,0.442
2570,0.5
2571,0.888
2572,0.898
2573,0.508
2574,0.614
2575,0.614
2576,0.366
2577,0.684
2578,0.674
2579,0.532
2580,0.594
2581,0.506
2582,0.902
2583,0.48
2584,0.888
2585,0.902
2586,0.898
2587,0.37
2588,0.394
2589,0.614
2590,0.368
2591,0.522
2592,0.53
2593,0.886
2594,0.602
2595,0.502
2596,0.384
2597,0.378
2598,0.888
2599,0.888
2600,0.888
2601,0.884
2602,0.44
2603,0.536
2604,0.888
2605,0.55
2606,0.42
2607,0.46
2608,0.598
2609,0.888
2610,0.574
2611,0.886
2612,0.614
2613,0.426
2614,0.528
2615,0.418
2616,0.562
2617,0.462
2618,0.892
2619,0.46
2620,0.51
2621,0.45
2622,0.544
2623,0.604
2624,0.454
2625,0.796
2626,0.424
2627,0.616
2628,0.454
2629,0.63
2630,0.496
2631,0.47
2632,0.46
2633,0.9
2634,0.58
2635,0.604
2636,0.538
2637,0.4
2638,0.382
2639,0.888
2640,0.888
2641,0.878
2642,0.494
2643,0.888
2644,0.544
2645,0.478
2646,0.614
2647,0.562
2648,0.654
2649,0.558
2650,0.366
2651,0.57
2652,0.888
2653,0.502
2654,0.888
2655,0.522
2656,0.514
2657,0.614
2658,0.9
2659,0.764
2660,0.556
2661,0.648
2662,0.616
2663,0.482
2664,0.382
2665,0.528
2666,0.426
2667,0.886
2668,0.468
2669,0.434
2670,0.888
2671,0.528
2672,0.624
2673,0.598
2674,0.886
2675,0.41
2676,0.504
2677,0.5
2678,0.592
2679,0.46
2680,0.9
2681,0.888
2682,0.498
2683,0.888
2684,0.896
2685,0.626
2686,0.422
2687,0.516
2688,0.486
2689,0.42
2690,0.888
2691,0.892
2692,0.58
2693,0.51
2694,0.6
2695,0.522
2696,0.684
2697,0.506
2698,0.556
2699,0.668
2700,0.456
2701,0.884
2702,0.686
2703,0.502
2704,0.614
2705,0.46
2706,0.89
2707,0.47
2708,0.892
2709,0.382
2710,0.618
2711,0.524
2712,0.888
2713,0.504
2714,0.478
2715,0.41
2716,0.46
2717,0.348
2718,0.902
2719,0.372
2720,0.57
2721,0.522
2722,0.702
2723,0.89
2724,0.502
2725,0.376
2726,0.884
2727,0.49
2728,0.888
2729,0.414
2730,0.616
2731,0.49
2732,0.542
2733,0.614
2734,0.676
2735,0.882
2736,0.514
2737,0.582
2738,0.458
2739,0.88
2740,0.53
2741,0.428
2742,0.886
2743,0.804
2744,0.886
2745,0.538
2746,0.616
2747,0.892
2748,0.492
2749,0.518
2750,0.646
2751,0.458
2752,0.482
2753,0.89
2754,0.49
2755,0.39
2756,0.9
2757,0.51
2758,0.518
2759,0.458
2760,0.514
2761,0.518
2762,0.538
2763,0.514
2764,0.51
2765,0.88
2766,0.348
2767,0.616
2768,0.888
2769,0.426
2770,0.422
2771,0.9
2772,0.516
2773,0.37
2774,0.872
2775,0.548
2776,0.884
2777,0.878
2778,0.51
2779,0.464
2780,0.9
2781,0.522
2782,0.384
2783,0.47
2784,0.888
2785,0.678
2786,0.886
2787,0.886
2788,0.886
2789,0.38
2790,0.664
2791,0.508
2792,0.478
2793,0.89
2794,0.354
2795,0.616
2796,0.614
2797,0.594
2798,0.898
2799,0.872
2800,0.438
2801,0.378
2802,0.898
2803,0.634
2804,0.886
2805,0.888
2806,0.51
2807,0.408
2808,0.902
2809,0.336
2810,0.574
2811,0.478
2812,0.34
2813,0.47
2814,0.602
2815,0.898
2816,0.616
2817,0.444
2818,0.652
2819,0.596
2820,0.892
2821,0.654
2822,0.494
2823,0.552
2824,0.414
2825,0.88
2826,0.888
2827,0.9
2828,0.564
2829,0.52
2830,0.89
2831,0.432
2832,0.426
2833,0.884
2834,0.896
2835,0.888
2836,0.9
2837,0.612
2838,0.89
2839,0.678
2840,0.608
2841,0.378
2842,0.878
2843,0.612
2844,0.778
2845,0.886
2846,0.562
2847,0.526
2848,0.89
2849,0.88
2850,0.884
2851,0.614
2852,0.89
2853,0.644
2854,0.888
2855,0.878
2856,0.422
2857,0.54
2858,0.886
2859,0.668
2860,0.458
2861,0.41
2862,0.444
2863,0.618
2864,0.398
2865,0.458
2866,0.554
2867,0.42
2868,0.884
2869,0.452
2870,0.886
2871,0.878
2872,0.378
2873,0.894
2874,0.332
2875,0.438
2876,0.532
2877,0.502
2878,0.38
2879,0.526
2880,0.532
2881,0.422
2882,0.454
2883,0.614
2884,0.49
2885,0.5
2886,0.452
2887,0.366
2888,0.368
2889,0.498
2890,0.614
2891,0.496
2892,0.412
2893,0.418
2894,0.614
2895,0.584
2896,0.448
2897,0.62
2898,0.376
2899,0.402
2900,0.512
2901,0.41
2902,0.416
2903,0.474
2904,0.68
2905,0.468
2906,0.386
2907,0.746
2908,0.616
2909,0.388
2910,0.904
2911,0.528
2912,0.902
2913,0.872
2914,0.892
2915,0.686
2916,0.6
2917,0.548
2918,0.464
2919,0.488
2920,0.384
2921,0.54
2922,0.414
2923,0.524
2924,0.686
2925,0.606
2926,0.448
2927,0.54
2928,0.54
2929,0.608
2930,0.422
2931,0.416
2932,0.898
2933,0.368
2934,0.464
2935,0.888
2936,0.888
2937,0.624
2938,0.348
2939,0.41
2940,0.514
2941,0.88
2942,0.396
2943,0.886
2944,0.494
2945,0.886
2946,0.616
2947,0.88
2948,0.558
2949,0.524
2950,0.614
2951,0.452
2952,0.43
2953,0.512
2954,0.584
2955,0.9
2956,0.902
2957,0.888
2958,0.896
2959,0.546
2960,0.464
2961,0.616
2962,0.462
2963,0.492
2964,0.888
2965,0.38
2966,0.904
2967,0.55
2968,0.528
2969,0.884
2970,0.596
2971,0.896
2972,0.89
2973,0.524
2974,0.886
2975,0.614
2976,0.614
2977,0.61
2978,0.618
2979,0.476
2980,0.892
2981,0.448
2982,0.52
2983,0.616
2984,0.614
2985,0.602
2986,0.486
2987,0.898
2988,0.47
2989,0.886
2990,0.544
2991,0.886
2992,0.626
2993,0.89
2994,0.814
2995,0.902
2996,0.41
2997,0.412
2998,0.89
2999,0.888
3000,0.556
3001,0.534
3002,0.614
3003,0.658
3004,0.686
3005,0.89
3006,0.502
3007,0.506
3008,0.888
3009,0.35
3010,0.888
3011,0.512
3012,0.902
3013,0.426
3014,0.48
3015,0.622
3016,0.388
3017,0.382
3018,0.886
3019,0.472
3020,0.526
3021,0.47
3022,0.608
3023,0.882
3024,0.624
3025,0.606
3026,0.59
3027,0.398
3028,0.378
3029,0.53
3030,0.47
3031,0.666
3032,0.898
3033,0.89
3034,0.512
3035,0.89
3036,0.404
3037,0.54
3038,0.89
3039,0.548
3040,0.54
3041,0.37
3042,0.56
3043,0.888
3044,0.9
3045,0.442
3046,0.368
3047,0.896
3048,0.522
3049,0.82
3050,0.432
3051,0.898
3052,0.89
3053,0.614
3054,0.674
3055,0.528
3056,0.532
3057,0.576
3058,0.452
3059,0.398
3060,0.516
3061,0.54
3062,0.664
3063,0.902
3064,0.9
3065,0.426
3066,0.894
3067,0.464
3068,0.544
3069,0.61
3070,0.456
3071,0.614
3072,0.582
3073,0.376
3074,0.524
3075,0.604
3076,0.888
3077,0.888
3078,0.744
3079,0.886
3080,0.458
3081,0.578
3082,0.614
3083,0.56
3084,0.464
3085,0.886
3086,0.518
3087,0.602
3088,0.902
3089,0.416
3090,0.504
3091,0.616
3092,0.616
3093,0.508
3094,0.522
3095,0.61
3096,0.678
3097,0.9
3098,0.502
3099,0.9
3100,0.456
3101,0.5
3102,0.528
3103,0.334
3104,0.516
3105,0.37
3106,0.902
3107,0.626
3108,0.448
3109,0.532
3110,0.89
3111,0.614
3112,0.6
3113,0.55
3114,0.888
3115,0.746
3116,0.9
3117,0.888
3118,0.452
3119,0.51
3120,0.464
3121,0.904
3122,0.52
3123,0.88
3124,0.37
3125,0.69
3126,0.89
3127,0.902
3128,0.442
3129,0.494
3130,0.436
3131,0.38
3132,0.64
3133,0.396
3134,0.578
3135,0.506
3136,0.612
3137,0.536
3138,0.39
3139,0.87
3140,0.888
3141,0.378
3142,0.44
3143,0.46
3144,0.622
3145,0.328
3146,0.666
3147,0.322
3148,0.446
3149,0.37
3150,0.524
3151,0.89
3152,0.502
3153,0.548
3154,0.462
3155,0.49
3156,0.888
3157,0.448
3158,0.602
3159,0.884
3160,0.884
3161,0.614
3162,0.884
3163,0.908
3164,0.888
3165,0.436
3166,0.49
3167,0.542
3168,0.47
3169,0.436
3170,0.56
3171,0.51
3172,0.886
3173,0.466
3174,0.548
3175,0.54
3176,0.454
3177,0.498
3178,0.61
3179,0.526
3180,0.386
3181,0.906
3182,0.89
3183,0.886
3184,0.368
3185,0.45
3186,0.416
3187,0.33
3188,0.51
3189,0.486
3190,0.438
3191,0.48
3192,0.438
3193,0.55
3194,0.528
3195,0.68
3196,0.542
3197,0.386
3198,0.564
3199,0.432
3200,0.526
3201,0.632
3202,0.89
3203,0.59
3204,0.518
3205,0.394
3206,0.336
3207,0.616
3208,0.37
3209,0.338
3210,0.606
3211,0.354
3212,0.596
3213,0.886
3214,0.422
3215,0.372
3216,0.882
3217,0.38
3218,0.666
3219,0.612
3220,0.89
3221,0.5
3222,0.892
3223,0.484
3224,0.682
3225,0.478
3226,0.38
3227,0.884
3228,0.502
3229,0.516
3230,0.514
3231,0.43
3232,0.594
3233,0.55
3234,0.522
3235,0.4
3236,0.592
3237,0.416
3238,0.592
3239,0.516
3240,0.43
3241,0.37
3242,0.674
3243,0.888
3244,0.35
3245,0.888
3246,0.478
3247,0.386
3248,0.454
3249,0.892
3250,0.38
3251,0.9
3252,0.89
3253,0.878
3254,0.404
3255,0.65
3256,0.452
3257,0.506
3258,0.462
3259,0.366
3260,0.902
3261,0.544
3262,0.54
3263,0.876
3264,0.346
3265,0.902
3266,0.89
3267,0.424
3268,0.438
3269,0.522
3270,0.898
3271,0.53
3272,0.904
3273,0.456
3274,0.4
3275,0.43
3276,0.538
3277,0.522
3278,0.884
3279,0.904
3280,0.468
3281,0.888
3282,0.454
3283,0.5
3284,0.382
3285,0.888
3286,0.346
3287,0.902
3288,0.89
3289,0.502
3290,0.89
3291,0.884
3292,0.44
3293,0.414
3294,0.462
3295,0.904
3296,0.424
3297,0.402
3298,0.542
3299,0.886
3300,0.41
3301,0.688
3302,0.664
3303,0.574
3304,0.378
3305,0.482
3306,0.38
3307,0.558
3308,0.898
3309,0.512
3310,0.878
3311,0.89
3312,0.648
3313,0.472
3314,0.886
3315,0.548
3316,0.388
3317,0.624
3318,0.502
3319,0.502
3320,0.644
3321,0.89
3322,0.902
3323,0.422
3324,0.38
3325,0.544
3326,0.532
3327,0.872
3328,0.35
3329,0.514
3330,0.502
3331,0.5
3332,0.404
3333,0.616
3334,0.75
3335,0.42
3336,0.55
3337,0.55
3338,0.676
3339,0.614
3340,0.89
3341,0.584
3342,0.442
3343,0.468
3344,0.592
3345,0.392
3346,0.53
3347,0.896
3348,0.42
3349,0.9
3350,0.454
3351,0.888
3352,0.542
3353,0.42
3354,0.44
3355,0.888
3356,0.548
3357,0.514
3358,0.738
3359,0.614
3360,0.676
3361,0.602
3362,0.52
3363,0.464
3364,0.622
3365,0.884
3366,0.46
3367,0.886
3368,0.382
3369,0.466
3370,0.888
3371,0.388
3372,0.546
3373,0.678
3374,0.426
3375,0.424
3376,0.554
3377,0.9
3378,0.486
3379,0.51
3380,0.886
3381,0.614
3382,0.888
3383,0.54
3384,0.898
3385,0.508
3386,0.512
3387,0.648
3388,0.416
3389,0.656
3390,0.902
3391,0.478
3392,0.416
3393,0.888
3394,0.614
3395,0.526
3396,0.904
3397,0.88
3398,0.426
3399,0.89
3400,0.51
3401,0.616
3402,0.474
3403,0.454
3404,0.486
3405,0.522
3406,0.904
3407,0.516
3408,0.602
3409,0.508
3410,0.514
3411,0.574
3412,0.614
3413,0.414
3414,0.478
3415,0.884
3416,0.528
3417,0.9
3418,0.548
3419,0.382
3420,0.498
3421,0.89
3422,0.476
3423,0.458
3424,0.58
3425,0.442
3426,0.448
3427,0.574
3428,0.682
3429,0.536
3430,0.782
3431,0.674
3432,0.41
3433,0.548
3434,0.536
3435,0.614
3436,0.896
3437,0.528
3438,0.616
3439,0.524
3440,0.516
3441,0.896
3442,0.496
3443,0.532
3444,0.4
3445,0.522
3446,0.42
3447,0.9
3448,0.476
3449,0.514
3450,0.874
3451,0.482
3452,0.512
3453,0.616
3454,0.9
3455,0.9
3456,0.614
3457,0.414
3458,0.514
3459,0.48
3460,0.382
3461,0.414
3462,0.888
3463,0.426
3464,0.438
3465,0.552
3466,0.4
3467,0.37
3468,0.462
3469,0.662
3470,0.898
3471,0.9
3472,0.896
3473,0.488
3474,0.898
3475,0.408
3476,0.898
3477,0.902
3478,0.448
3479,0.51
3480,0.532
3481,0.54
3482,0.89
3483,0.476
3484,0.368
3485,0.608
3486,0.406
3487,0.514
3488,0.4
3489,0.46
3490,0.452
3491,0.46
3492,0.9
3493,0.888
3494,0.888
3495,0.454
3496,0.902
3497,0.496
3498,0.902
3499,0.4
3500,0.466
3501,0.618
3502,0.888
3503,0.424
3504,0.674
3505,0.874
3506,0.412
3507,0.47
3508,0.608
3509,0.48
3510,0.9
3511,0.552
3512,0.69
3513,0.552
3514,0.454
3515,0.886
3516,0.886
3517,0.888
3518,0.512
3519,0.414
3520,0.442
3521,0.574
3522,0.41
3523,0.378
3524,0.886
3525,0.422
3526,0.616
3527,0.576
3528,0.368
3529,0.496
3530,0.404
3531,0.518
3532,0.89
3533,0.49
3534,0.868
3535,0.51
3536,0.886
3537,0.412
3538,0.478
3539,0.896
3540,0.616
3541,0.486
3542,0.676
3543,0.884
3544,0.888
3545,0.864
3546,0.368
3547,0.616
3548,0.456
3549,0.892
3550,0.458
3551,0.574
3552,0.444
3553,0.568
3554,0.516
3555,0.456
3556,0.632
3557,0.368
3558,0.52
3559,0.852
3560,0.89
3561,0.458
3562,0.37
3563,0.52
3564,0.886
3565,0.902
3566,0.534
3567,0.614
3568,0.9
3569,0.498
3570,0.43
3571,0.512
3572,0.488
3573,0.44
3574,0.624
3575,0.474
3576,0.466
3577,0.684
3578,0.534
3579,0.888
3580,0.61
3581,0.9
3582,0.616
3583,0.902
3584,0.474
3585,0.482
3586,0.544
3587,0.44
3588,0.902
3589,0.504
3590,0.42
3591,0.886
3592,0.89
3593,0.452
3594,0.524
3595,0.558
3596,0.466
3597,0.652
3598,0.376
3599,0.456
3600,0.382
3601,0.578
3602,0.594
3603,0.612
3604,0.466
3605,0.484
3606,0.584
3607,0.616
3608,0.522
3609,0.614
3610,0.532
3611,0.43
3612,0.424
3613,0.892
3614,0.368
3615,0.49
3616,0.376
3617,0.534
3618,0.49
3619,0.414
3620,0.432
3621,0.37
3622,0.462
3623,0.388
3624,0.496
3625,0.384
3626,0.89
3627,0.476
3628,0.524
3629,0.472
3630,0.612
3631,0.62
3632,0.474
3633,0.544
3634,0.892
3635,0.548
3636,0.592
3637,0.89
3638,0.464
3639,0.884
3640,0.896
3641,0.902
3642,0.902
3643,0.502
3644,0.464
3645,0.466
3646,0.892
3647,0.902
3648,0.378
3649,0.452
3650,0.572
3651,0.896
3652,0.896
3653,0.892
3654,0.464
3655,0.396
3656,0.872
3657,0.516
3658,0.886
3659,0.902
3660,0.532
3661,0.616
3662,0.888
3663,0.442
3664,0.51
3665,0.39
3666,0.486
3667,0.898
3668,0.5
3669,0.39
3670,0.384
3671,0.9
3672,0.59
3673,0.892
3674,0.888
3675,0.342
3676,0.614
3677,0.386
3678,0.372
3679,0.45
3680,0.588
3681,0.504
3682,0.502
3683,0.596
3684,0.52
3685,0.514
3686,0.464
3687,0.614
3688,0.454
3689,0.9
3690,0.542
3691,0.67
3692,0.42
3693,0.55
3694,0.886
3695,0.602
3696,0.406
3697,0.616
3698,0.546
3699,0.548
3700,0.888
3701,0.44
3702,0.886
3703,0.888
3704,0.368
3705,0.504
3706,0.384
3707,0.822
3708,0.51
3709,0.552
3710,0.614
3711,0.412
3712,0.89
3713,0.89
3714,0.54
3715,0.89
3716,0.89
3717,0.874
3718,0.504
3719,0.488
3720,0.472
3721,0.614
3722,0.43
3723,0.706
3724,0.542
3725,0.518
3726,0.896
3727,0.89
3728,0.892
3729,0.55
3730,0.55
3731,0.61
3732,0.418
3733,0.5
3734,0.468
3735,0.89
3736,0.89
3737,0.888
3738,0.418
3739,0.47
3740,0.622
3741,0.682
3742,0.422
3743,0.726
3744,0.888
3745,0.538
3746,0.86
3747,0.892
3748,0.902
3749,0.888
3750,0.888
3751,0.602
3752,0.614
3753,0.498
3754,0.368
3755,0.44
3756,0.398
3757,0.456
3758,0.898
3759,0.468
3760,0.89
3761,0.888
3762,0.684
3763,0.614
3764,0.412
3765,0.524
3766,0.888
3767,0.474
3768,0.906
3769,0.886
3770,0.9
3771,0.39
3772,0.384
3773,0.898
3774,0.514
3775,0.47
3776,0.454
3777,0.88
3778,0.504
3779,0.402
3780,0.366
3781,0.888
3782,0.878
3783,0.424
3784,0.89
3785,0.55
3786,0.508
3787,0.886
3788,0.438
3789,0.51
3790,0.89
3791,0.508
3792,0.38
3793,0.372
3794,0.462
3795,0.9
3796,0.896
3797,0.378
3798,0.394
3799,0.404
3800,0.424
3801,0.524
3802,0.368
3803,0.65
3804,0.668
3805,0.408
3806,0.614
3807,0.44
3808,0.504
3809,0.892
3810,0.528
3811,0.602
3812,0.542
3813,0.522
3814,0.888
3815,0.38
3816,0.386
3817,0.454
3818,0.886
3819,0.438
3820,0.608
3821,0.886
3822,0.886
3823,0.464
3824,0.46
3825,0.47
3826,0.73
3827,0.622
3828,0.614
3829,0.41
3830,0.89
3831,0.514
3832,0.568
3833,0.534
3834,0.544
3835,0.522
3836,0.614
3837,0.45
3838,0.38
3839,0.616
3840,0.37
3841,0.38
3842,0.658
3843,0.632
3844,0.338
3845,0.676
3846,0.438
3847,0.522
3848,0.494
3849,0.504
3850,0.888
3851,0.896
3852,0.606
3853,0.868
3854,0.904
3855,0.904
3856,0.898
3857,0.886
3858,0.692
3859,0.904
3860,0.428
3861,0.488
3862,0.374
3863,0.59
3864,0.556
3865,0.884
3866,0.502
3867,0.888
3868,0.538
3869,0.596
3870,0.456
3871,0.898
3872,0.886
3873,0.51
3874,0.496
3875,0.436
3876,0.35
3877,0.38
3878,0.604
3879,0.616
3880,0.452
3881,0.488
3882,0.428
3883,0.434
3884,0.544
3885,0.614
3886,0.572
3887,0.612
3888,0.59
3889,0.616
3890,0.58
3891,0.89
3892,0.544
3893,0.902
3894,0.89
3895,0.502
3896,0.51
3897,0.89
3898,0.442
3899,0.452
3900,0.584
3901,0.886
3902,0.784
3903,0.686
3904,0.886
3905,0.376
3906,0.424
3907,0.446
3908,0.518
3909,0.502
3910,0.526
3911,0.886
3912,0.902
3913,0.888
3914,0.888
3915,0.9
3916,0.9
3917,0.886
3918,0.518
3919,0.522
3920,0.6
3921,0.462
3922,0.484
3923,0.538
3924,0.428
3925,0.886
3926,0.412
3927,0.428
3928,0.676
3929,0.456
3930,0.542
3931,0.902
3932,0.88
3933,0.888
3934,0.372
3935,0.368
3936,0.44
3937,0.528
3938,0.508
3939,0.384
3940,0.514
3941,0.88
3942,0.45
3943,0.622
3944,0.88
3945,0.522
3946,0.604
3947,0.46
3948,0.41
3949,0.614
3950,0.51
3951,0.894
3952,0.422
3953,0.888
3954,0.54
3955,0.61
3956,0.884
3957,0.514
3958,0.886
3959,0.346
3960,0.602
3961,0.368
3962,0.47
3963,0.56
3964,0.372
3965,0.884
3966,0.37
3967,0.888
3968,0.604
3969,0.418
3970,0.614
3971,0.902
3972,0.586
3973,0.42
3974,0.89
3975,0.54
3976,0.898
3977,0.886
3978,0.558
3979,0.508
3980,0.37
3981,0.882
3982,0.468
3983,0.458
3984,0.472
3985,0.902
3986,0.602
3987,0.902
3988,0.886
3989,0.4
3990,0.888
3991,0.892
3992,0.616
3993,0.89
3994,0.468
3995,0.418
3996,0.52
3997,0.456
3998,0.49
3999,0.468
4000,0.524
4001,0.332
4002,0.9
4003,0.496
4004,0.614
4005,0.414
4006,0.5
4007,0.888
4008,0.518
4009,0.348
4010,0.338
4011,0.886
4012,0.588
4013,0.684
4014,0.888
4015,0.902
4016,0.562
4017,0.368
4018,0.546
4019,0.888
4020,0.496
4021,0.506
4022,0.482
4023,0.63
4024,0.404
4025,0.378
4026,0.512
4027,0.508
4028,0.412
4029,0.892
4030,0.676
4031,0.592
4032,0.522
4033,0.888
4034,0.548
4035,0.54
4036,0.468
4037,0.422
4038,0.614
4039,0.472
4040,0.884
4041,0.464
4042,0.89
4043,0.426
4044,0.38
4045,0.532
4046,0.59
4047,0.682
4048,0.618
4049,0.54
4050,0.436
4051,0.69
4052,0.482
4053,0.37
4054,0.33
4055,0.676
4056,0.704
4057,0.886
4058,0.334
4059,0.368
4060,0.4
4061,0.608
4062,0.882
4063,0.892
4064,0.38
4065,0.876
4066,0.512
4067,0.538
4068,0.526
4069,0.372
4070,0.436
4071,0.676
4072,0.898
4073,0.8
4074,0.386
4075,0.378
4076,0.904
4077,0.35
4078,0.9
4079,0.888
4080,0.526
4081,0.88
4082,0.89
4083,0.886
4084,0.53
4085,0.614
4086,0.508
4087,0.616
4088,0.348
4089,0.9
4090,0.408
4091,0.888
4092,0.698
4093,0.452
4094,0.372
4095,0.392
4096,0.614
4097,0.886
4098,0.882
4099,0.378
4100,0.37
4101,0.494
4102,0.672
4103,0.398
4104,0.518
4105,0.614
4106,0.882
4107,0.366
4108,0.464
4109,0.502
4110,0.89
4111,0.614
4112,0.524
4113,0.516
4114,0.528
4115,0.614
4116,0.888
4117,0.9
4118,0.898
4119,0.406
4120,0.892
4121,0.412
4122,0.492
4123,0.89
4124,0.9
4125,0.684
4126,0.64
4127,0.562
4128,0.516
4129,0.51
4130,0.884
4131,0.884
4132,0.522
4133,0.584
4134,0.492
4135,0.532
4136,0.348
4137,0.888
4138,0.446
4139,0.52
